"","X","links","title","price","area","subarea","name","attrib","condition","cryptocurrency","cylinders","drive","fuel","odometer","paint.color","size","title.status","transmission","type","VIN"
"180",80,"https://chicago.craigslist.org/nwc/cto/d/97-toyota-camry/6435523853.html","2009 Toyota Camry LE - cars & trucks - by dealer - vehicle automotive sale","$5999","chicago","west chicagoland","2009 toyota camry le","[<span>VIN: <b>4T4BE46KX9R050454</b></span>, <span>condition: <b>like new</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>132572</b></span>, <span>paint color: <b>silver</b></span>, <span>size: <b>full-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","like new",NA,"4 cylinders","fwd","gas",132572,"silver","full-size","clean","automatic","sedan","4T4BE46KX9R050454"
"181",81,"https://chicago.craigslist.org/nwc/cto/d/toyota-camry-le-2015-like-new/6458945404.html","Toyota Camry LE - cars & trucks - by owner - vehicle automotive sale","$3600","chicago","city of chicago","2002 toyota camry le","[<span>condition: <b>like new</b></span>, <span>cylinders: <b>6 cylinders</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>121000</b></span>, <span>paint color: <b>grey</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","like new",NA,"6 cylinders",NA,"gas",121000,"grey",NA,"clean","automatic","sedan",NA
"182",82,"https://chicago.craigslist.org/nwc/cto/d/toyota-camry-lx/6455344393.html","2009 Toyota Camry SE - cars & trucks - by owner - vehicle automotive sale","$7200","chicago","city of chicago","2009 toyota camry se 4dr sedan","[<span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>113300</b></span>, <span>paint color: <b>grey</b></span>, <span>size: <b>mid-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",113300,"grey","mid-size","clean","automatic","sedan",NA
"183",83,"https://chicago.craigslist.org/nwc/cto/d/toyota-camry-lx/6455635761.html","Toyota Camry LE - cars & trucks - by owner - vehicle automotive sale","$3600","chicago","city of chicago","2002 toyota camry le","[<span>condition: <b>like new</b></span>, <span>cylinders: <b>6 cylinders</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>121000</b></span>, <span>paint color: <b>grey</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","like new",NA,"6 cylinders",NA,"gas",121000,"grey",NA,"clean","automatic","sedan",NA
"184",84,"https://chicago.craigslist.org/nwc/cto/d/toyota-camry-se/6458126595.html","2016 Toyota Camry LE - 52k - Toyota Warranty - Clean Carfax - cars & trucks - by dealer - vehicle automotive sale","$12900","chicago","west chicagoland","2016 Toyota_ Camry_","[<span>VIN: <b>4T4BF1FK2GR530870</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>52482</b></span>, <span>paint color: <b>black</b></span>, <span>size: <b>mid-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",52482,"black","mid-size","clean","automatic","sedan","4T4BF1FK2GR530870"
"185",85,"https://chicago.craigslist.org/nwc/cto/d/toyota-camry-v6-se-4dr-sedan/6458388885.html","2015 Toyota Camry XLE Black - cars & trucks - by owner - vehicle automotive sale","$12500","chicago","west chicagoland","2015 toyota camry xle","[<span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>43270</b></span>, <span>paint color: <b>black</b></span>, <span>title status: <b>rebuilt</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,"4 cylinders","fwd","gas",43270,"black",NA,"rebuilt","automatic",NA,NA
"186",86,"https://chicago.craigslist.org/nwi/cto/d/2010-toyota-camry/6457961573.html","*2009* *Toyota* *Camry Hybrid* ** - cars & trucks - by dealer - vehicle automotive sale","$10625","chicago","city of chicago","2009 Toyota Camry Hybrid","[<span>VIN: <b>4T1BB46K29U074167</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>hybrid</b></span>, <span>odometer: <b>43702</b></span>, <span>paint color: <b>grey</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]",NA,NA,"4 cylinders","fwd","hybrid",43702,"grey",NA,"clean","automatic","sedan","4T1BB46K29U074167"
"187",87,"https://chicago.craigslist.org/sox/ctd/d/1999-toyotacamry-solara-sle/6458428413.html","2011 Toyota Camry - cars & trucks - by owner - vehicle automotive sale","$6500","chicago","south chicagoland","2011 toyota camry","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"188",88,"https://chicago.craigslist.org/sox/cto/d/1997-toyota-camry/6458414194.html","2008 Toyota Camry Hybrid - cars & trucks - by owner - vehicle automotive sale","$5250","chicago","west chicagoland","2008 toyota camry","[<span>VIN: <b>4T1BB46K98U059695</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>177000</b></span>, <span>paint color: <b>grey</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",177000,"grey",NA,"clean","automatic","sedan","4T1BB46K98U059695"
"189",89,"https://chicago.craigslist.org/sox/cto/d/1999-toyota-camry-le/6456377668.html","2000 TOYOTA CAMRY SOLARA SE V6 COUPE WITH SUNROOF - cars & trucks - by owner - vehicle automotive sale","$1900","chicago","west chicagoland","2000 toyota camry solara","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"190",90,"https://chicago.craigslist.org/sox/cto/d/2000-toyota-camry-xle-167k/6456709865.html","1993 Toyota Camry LE *Good Condition* - cars & trucks - by owner - vehicle automotive sale","$850","chicago","city of chicago","1993 toyota camry","[<span>condition: <b>good</b></span>, <span>cylinders: <b>6 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>187000</b></span>, <span>paint color: <b>red</b></span>, <span>size: <b>full-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","good",NA,"6 cylinders","fwd","gas",187000,"red","full-size","clean","automatic","sedan",NA
"191",91,"https://chicago.craigslist.org/sox/cto/d/2009-toyota-camry-hybrid/6457425446.html","Toyota Camry  LE    2016 - cars & trucks - by owner - vehicle automotive sale","$15490","chicago","city of chicago","2016 Toyota Camry  LE    2016","[<span>VIN: <b>4T1BF1FK8GU16290</b></span>, <span>condition: <b>new</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>48192</b></span>, <span>paint color: <b>white</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]","new",NA,"4 cylinders","fwd","gas",48192,"white",NA,"clean","automatic",NA,"4T1BF1FK8GU16290"
"192",92,"https://chicago.craigslist.org/sox/cto/d/4t1be32k34u90378i/6458751065.html","1993 Black Toyota Camry XLE V6 - cars & trucks - by owner - vehicle automotive sale","$2700","chicago","north chicagoland","1993 Toyota Camry XLE V6","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"193",93,"https://chicago.craigslist.org/sox/cto/d/toyota-camry-se/6455472022.html","2001 Toyota Camry 165000 miles - cars & trucks - by owner - vehicle automotive sale","$2250","chicago","northwest suburbs","2001 toyota camry","[<span>VIN: <b>4t1bf22k71u129506</b></span>, <span>condition: <b>like new</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>164000</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]","like new",NA,NA,NA,"gas",164000,NA,NA,"clean","automatic",NA,"4t1bf22k71u129506"
"194",94,"https://chicago.craigslist.org/wcl/cto/d/2002-toyota-camry-le/6448893368.html","2002 Toyota Camry XLE One Owner, Fully Loaded, Leather, Garage Kept - cars & trucks - by owner - vehicle automotive sale","$5300","chicago","west chicagoland","2002 Toyota Camry XLE","[<span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>138000</b></span>, <span>paint color: <b>silver</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",138000,"silver",NA,"clean","automatic","sedan",NA
"195",95,"https://chicago.craigslist.org/wcl/cto/d/2002-toyota-camry-solara/6455382356.html","'94 Totota Camry-GOLD - cars & trucks - by owner - vehicle automotive sale","$1300","chicago","west chicagoland","1994 Toyota Camry","[<span>fuel: <b>gas</b></span>, <span>odometer: <b>138000</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",138000,NA,NA,"clean","automatic",NA,NA
"196",96,"https://chicago.craigslist.org/wcl/cto/d/2003-toyota-camry-le/6442940513.html","2015 Toyota Camry - cars & trucks - by owner - vehicle automotive sale","$14000","chicago","south chicagoland","2015 toyota camry le","[<span>condition: <b>good</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>60215</b></span>, <span>paint color: <b>grey</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]","good",NA,"4 cylinders","fwd","gas",60215,"grey",NA,"clean","automatic",NA,NA
"197",97,"https://chicago.craigslist.org/wcl/cto/d/2005-toyota-camry-le-64k-miles/6457557151.html","Toyota Camry LE - 1995 - cars & trucks - by owner - vehicle automotive sale","$1000","chicago","northwest suburbs","1995 Toyota Camry LE","[<span>condition: <b>fair</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>182420</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","fair",NA,"4 cylinders","fwd","gas",182420,NA,NA,"clean","automatic","sedan",NA
"198",98,"https://chicago.craigslist.org/wcl/cto/d/2007-toyota-camry/6438267172.html","1997 Toyota Camry LE - cars & trucks - by owner - vehicle automotive sale","$2800","chicago","north chicagoland","1997 Toyota Camry","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"199",99,"https://chicago.craigslist.org/wcl/cto/d/2010-camry-le-excellent/6458629210.html","1993 Toyota Camry XLE V6 - cars & trucks - by owner - vehicle automotive sale","$2200","chicago","north chicagoland","1993 Toyota Camry","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"200",100,"https://chicago.craigslist.org/wcl/cto/d/toyota-camryk/6437533501.html","TOYOTA CAMRY XLE 2012- ONE OWNER - cars & trucks - by owner - vehicle automotive sale","$8950","chicago","city of chicago","2012 TOYOTA CAMRY XLE","[<span>condition: <b>like new</b></span>, <span>cryptocurrency ok</span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>110</b></span>, <span>paint color: <b>blue</b></span>, <span>size: <b>full-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","like new","ok","4 cylinders","fwd","gas",110,"blue","full-size","clean","automatic","sedan",NA
